0,1,2,3,4,5,6,7,8,9,10,11,12,label
-397.13745,71.86921,3.4114625,24.752481,3.3178349,-3.085423,2.8525465,-10.077873,-14.034796,-12.3367,-13.547954,0.8793051,-13.054877,bambara
-290.9626,88.5078,34.39031,49.785393,3.8708878,-4.590289,-15.219875,-1.4427161,-12.002259,-5.48042,8.313998,-4.449641,0.072199434,bambara
-331.5626,70.64047,11.731054,40.15736,-0.87910175,-12.390151,-28.036688,-10.0123625,-14.719006,-10.894513,-4.8904896,-3.9388044,-8.825243,bari
-362.12814,73.24771,0.42566344,33.54575,-4.559196,-9.599179,-15.958756,-8.551774,-18.31459,-17.711031,3.3879297,-0.99152035,-11.853901,bari
-362.34268,90.061035,13.966931,21.858425,0.27235046,-17.215902,-12.210116,-1.55256,-10.106118,1.452202,-1.2998946,3.1980863,3.321898,basque
-381.04324,79.201195,-3.4559972,24.032885,6.1964884,-12.249189,-12.01835,-8.016674,-1.7680359,-0.29238307,0.71845615,10.907562,1.0382913,basque
-445.17618,68.207344,60.64738,17.855967,-10.806262,-29.317327,-36.19983,-25.207855,-23.09949,5.2268877,-20.267365,-19.381952,-4.5338755,bavarian
-302.77765,88.21741,-20.240839,14.177717,-6.800625,-1.5499411,-6.085103,2.0538037,-17.211737,-9.152591,3.553095,-4.026267,-3.52648,bavarian
-320.04932,42.425583,44.37133,37.224663,21.955564,13.908997,-13.169753,13.016552,1.3688397,-12.053034,-4.961546,-7.6713314,-3.9139495,belarusan
-317.6538,92.78094,-5.5732784,4.262882,-32.022083,-26.59275,-31.683647,-17.812502,-18.915737,-12.9249115,-17.281883,-9.78449,-12.142778,belarusan
-252.1835,88.17454,11.882048,-3.2957559,13.415458,-12.758517,-10.074501,-5.0104156,-2.7430775,4.2358494,-6.134483,-8.068227,2.703541,belarusan
-239.3033,111.96785,11.798811,43.22551,18.460323,-3.3324375,-13.085694,-6.650512,-12.625447,-5.256762,-9.450266,-2.5479004,-6.017995,bengali
-260.54526,102.24009,-10.504123,24.579708,-4.890857,-19.81665,-8.294181,-8.375018,-7.2182565,4.373027,2.2048538,-1.7978736,-1.643055,bengali
-258.9637,103.42305,10.217193,28.947424,9.562384,-0.06487488,-10.833477,-5.1516924,-6.537643,1.3416749,-3.5217361,0.90122676,-5.4426484,bengali
-307.36633,92.12584,35.276913,32.132645,3.433779,0.095861,-1.7900895,0.39934972,-6.896431,7.398421,-4.06207,-0.8514702,-5.959118,bengali
